,price
29380,667
29381,805
29382,5728
29383,15052
29384,720
29385,435
29386,4150
29387,4666
29388,3450
29389,2211
29390,792
29391,9069
29392,3249
29393,386
29394,10919
29395,673
29396,647
29397,1064
29398,743
29399,880
29400,2035
29401,5723
29402,15680
29403,450
29404,864
29405,1915
29406,4075
29407,1243
29408,680
29409,500
29410,1138
29411,687
29412,7740
29413,843
29414,3456
29415,2649
29416,574
29417,5099
29418,17713
29419,2359
29420,975
29421,1547
29422,1949
29423,7792
29424,1061
29425,1082
29426,560
29427,720
29428,5132
29429,2065
29430,2329
29431,1255
29432,1678
29433,1122
29434,4939
29435,17065
29436,16075
29437,780
29438,576
29439,939
29440,3000
29441,1574
29442,6512
29443,16406
29444,2293
29445,2034
29446,8847
29447,898
29448,1846
29449,352
29450,4012
29451,2192
29452,1056
29453,2853
29454,10165
29455,14542
29456,10139
29457,907
29458,6146
29459,3709
29460,1023
29461,947
29462,4743
29463,14242
29464,13329
29465,593
29466,8616
29467,3127
29468,1616
29469,601
29470,12226
29471,4102
29472,10342
29473,5969
29474,2047
29475,556
29476,1123
29477,722
29478,1257
29479,9960
29480,7708
29481,5412
29482,362
29483,5914
29484,698
29485,4369
29486,597
29487,8602
29488,3187
29489,2145
29490,7122
29491,8610
29492,1302
29493,1668
29494,1599
29495,608
29496,1031
29497,709
29498,668
29499,957
29500,1071
29501,1082
29502,10415
29503,2843
29504,630
29505,2480
29506,537
29507,945
29508,918
29509,9343
29510,6169
29511,4422
29512,6338
29513,732
29514,893
29515,4532
29516,2264
29517,4558
29518,630
29519,1726
29520,2959
29521,8227
29522,2699
29523,3012
29524,5632
29525,1356
29526,2105
29527,2550
29528,11688
29529,10702
29530,969
29531,854
29532,8975
29533,628
29534,8366
29535,16485
29536,990
29537,3990
29538,4435
29539,2514
29540,2351
29541,1260
29542,14217
29543,1095
29544,1914
29545,3927
29546,1021
29547,5551
29548,7145
29549,2354
29550,482
29551,1439
29552,11624
29553,530
29554,8154
29555,5546
29556,9920
29557,11565
29558,981
29559,803
29560,1152
29561,1433
29562,2237
29563,12779
29564,743
29565,1013
29566,8719
29567,14026
29568,702
29569,3798
29570,723
29571,844
29572,7426
29573,1689
29574,1204
29575,1116
29576,936
29577,1165
29578,16792
29579,4303
29580,3713
29581,1581
29582,5249
29583,1017
29584,526
29585,4925
29586,1245
29587,459
29588,5768
29589,558
29590,446
29591,1781
29592,1389
29593,1284
29594,3201
29595,4788
29596,13099
29597,5431
29598,3790
29599,526
29600,7550
29601,450
29602,7088
29603,1787
29604,8915
29605,18102
29606,1425
29607,11036
29608,1446
29609,5949
29610,13892
29611,1300
29612,4039
29613,1089
29614,5991
29615,4392
29616,6050
29617,11231
29618,1580
29619,851
29620,669
29621,5452
29622,3954
29623,852
29624,2238
29625,828
29626,2058
29627,1206
29628,827
29629,3194
29630,3726
29631,3760
29632,4301
29633,620
29634,5939
29635,6221
29636,706
29637,1084
29638,2018
29639,408
29640,12327
29641,4620
29642,612
29643,1388
29644,2070
29645,1227
29646,11153
29647,5626
29648,1289
29649,842
29650,862
29651,532
29652,3841
29653,16097
29654,955
29655,8504
29656,1970
29657,694
29658,11899
29659,992
29660,642
29661,2239
29662,369
29663,17179
29664,613
29665,2362
29666,7148
29667,480
29668,8365
29669,766
29670,1778
29671,526
29672,756
29673,1126
29674,1013
29675,537
29676,593
29677,911
29678,589
29679,2322
29680,2333
29681,11470
29682,5739
29683,828
29684,4704
29685,1426
29686,6659
29687,10984
29688,1453
29689,969
29690,1181
29691,4763
29692,4932
29693,796
29694,605
29695,596
29696,3123
29697,593
29698,2571
29699,621
29700,795
29701,803
29702,408
29703,2169
29704,3210
29705,4429
29706,2319
29707,1132
29708,1630
29709,6788
29710,11651
29711,4666
29712,899
29713,1567
29714,4824
29715,10111
29716,2442
29717,1346
29718,3826
29719,4849
29720,2398
29721,17045
29722,2046
29723,1662
29724,625
29725,6934
29726,2415
29727,12273
29728,607
29729,4853
29730,7644
29731,3999
29732,593
29733,682
29734,17521
29735,2994
29736,2970
29737,3357
29738,9972
29739,582
29740,1002
29741,589
29742,486
29743,5824
29744,10574
29745,2759
29746,6492
29747,558
29748,5528
29749,7740
29750,13169
29751,5912
29752,1321
29753,3685
29754,923
29755,6643
29756,758
29757,6323
29758,432
29759,6774
29760,5665
29761,802
29762,1912
29763,1672
29764,827
29765,4283
29766,12992
29767,721
29768,1067
29769,3053
29770,1264
29771,2674
29772,842
29773,10319
29774,541
29775,452
29776,1243
29777,2368
29778,4064
29779,4586
29780,16241
29781,5083
29782,814
29783,787
29784,14888
29785,419
29786,2022
29787,7607
29788,6683
29789,8204
29790,11177
29791,1837
29792,789
29793,4558
29794,10869
29795,710
29796,10309
29797,2843
29798,18705
29799,678
29800,872
29801,2448
29802,734
29803,7903
29804,5161
29805,969
29806,4008
29807,3713
29808,9677
29809,1057
29810,794
29811,6653
29812,8739
29813,2436
29814,720
29815,7409
29816,1443
29817,968
29818,7822
29819,1046
29820,3891
29821,11212
29822,14618
29823,462
29824,5189
29825,7477
29826,7587
29827,2617
29828,9183
29829,1867
29830,2294
29831,3107
29832,12224
29833,579
29834,3389
29835,868
29836,6028
29837,9744
29838,683
29839,628
29840,798
29841,1955
29842,3569
29843,967
29844,988
29845,709
29846,4896
29847,2052
29848,879
29849,1819
29850,2479
29851,487
29852,552
29853,7152
29854,1220
29855,9224
29856,1235
29857,4455
29858,1246
29859,851
29860,870
29861,7680
29862,3837
29863,780
29864,625
29865,1151
29866,1111
29867,684
29868,1892
29869,552
29870,1024
29871,1765
29872,5335
29873,6368
29874,5116
29875,485
29876,2197
29877,2704
29878,1722
29879,5280
29880,2567
29881,6349
29882,3908
29883,631
29884,13417
29885,2492
29886,680
29887,2690
29888,1228
29889,1292
29890,789
29891,3742
29892,648
29893,2803
29894,2682
29895,453
29896,8118
29897,1013
29898,6467
29899,942
29900,8073
29901,8305
29902,650
29903,1117
29904,11128
29905,707
29906,891
29907,766
29908,2862
29909,1365
29910,1238
29911,4980
29912,876
29913,900
29914,2850
29915,773
29916,6922
29917,4939
29918,4719
29919,5536
29920,579
29921,673
29922,3816
29923,2306
29924,1009
29925,969
29926,1838
29927,647
29928,487
29929,4975
29930,5548
29931,6218
29932,982
29933,1134
29934,1875
29935,3197
29936,613
29937,1076
29938,1882
29939,1938
29940,1682
29941,4056
29942,855
29943,5964
29944,1065
29945,1113
29946,1836
29947,655
29948,1723
29949,7639
29950,1441
29951,5151
29952,4242
29953,2456
29954,633
29955,798
29956,478
29957,8403
29958,6928
29959,4909
29960,1560
29961,4312
29962,4042
29963,2921
29964,2250
29965,12967
29966,4228
29967,845
29968,3121
29969,780
29970,834
29971,2364
29972,1170
29973,1590
29974,1653
29975,5974
29976,6793
29977,3075
29978,3808
29979,4521
29980,1056
29981,4227
29982,5822
29983,1000
29984,2467
29985,872
29986,5288
29987,1012
29988,2459
29989,645
29990,1650
29991,4353
29992,2812
29993,8405
29994,3276
29995,521
29996,2396
29997,5576
29998,1087
29999,4265
30000,3871
30001,1857
30002,2561
30003,4224
30004,11078
30005,4508
30006,13109
30007,802
30008,690
30009,7306
30010,1082
30011,746
30012,732
30013,4552
30014,1662
30015,6349
30016,965
30017,4107
30018,1338
30019,6190
30020,1814
30021,3351
30022,1179
30023,600
30024,5352
30025,1120
30026,5836
30027,16446
30028,816
30029,2022
30030,14188
30031,2241
30032,1867
30033,2952
30034,1779
30035,5255
30036,2952
30037,9355
30038,2025
30039,2274
30040,8214
30041,891
30042,808
30043,9261
30044,765
30045,4478
30046,616
30047,8344
30048,574
30049,6600
30050,1828
30051,4953
30052,4692
30053,939
30054,14047
30055,5189
30056,1237
30057,2610
30058,907
30059,1154
30060,911
30061,1643
30062,6998
30063,1807
30064,5675
30065,911
30066,8403
30067,5197
30068,2487
30069,3792
30070,6734
30071,1368
30072,7602
30073,1145
30074,13037
30075,6887
30076,1790
30077,11150
30078,9627
30079,1013
30080,2628
30081,1272
30082,964
30083,5655
30084,3528
30085,605
30086,5743
30087,473
30088,7216
30089,4089
30090,16092
30091,477
30092,1317
30093,4355
30094,791
30095,10336
30096,7864
30097,611
30098,469
30099,878
30100,10517
30101,3800
30102,917
30103,4439
30104,3352
30105,5311
30106,16170
30107,10338
30108,6627
30109,720
30110,1170
30111,949
30112,600
30113,5184
30114,746
30115,4200
30116,5077
30117,6278
30118,3114
30119,7539
30120,563
30121,8237
30122,997
30123,8794
30124,684
30125,3823
30126,593
30127,952
30128,3968
30129,957
30130,1295
30131,9306
30132,1389
30133,12940
30134,7455
30135,645
30136,1386
30137,645
30138,5166
30139,3129
30140,1781
30141,1197
30142,1629
30143,2773
30144,6204
30145,526
30146,15813
30147,6048
30148,1264
30149,7154
30150,1436
30151,658
30152,427
30153,3066
30154,710
30155,12765
30156,737
30157,14479
30158,7496
30159,2210
30160,544
30161,1007
30162,3011
30163,1549
30164,13097
30165,6445
30166,1846
30167,552
30168,12492
30169,2484
30170,4676
30171,736
30172,4083
30173,737
30174,13528
30175,8977
30176,4315
30177,1074
30178,3265
30179,829
30180,2994
30181,1793
30182,1949
30183,3218
30184,684
30185,8268
30186,2048
30187,3787
30188,1067
30189,5500
30190,1788
30191,10666
30192,8163
30193,5612
30194,596
30195,740
30196,9788
30197,772
30198,1103
30199,13609
30200,2589
30201,4769
30202,10193
30203,6061
30204,2669
30205,10860
30206,748
30207,2856
30208,3282
30209,485
30210,4870
30211,5817
30212,924
30213,8058
30214,666
30215,15339
30216,540
30217,802
30218,1273
30219,898
30220,12554
30221,11946
30222,3545
30223,2326
30224,1695
30225,3358
30226,4643
30227,891
30228,2507
30229,875
30230,537
30231,9513
30232,2174
30233,4626
30234,803
30235,1387
30236,7493
30237,872
30238,1077
30239,1685
30240,6366
30241,1832
30242,1243
30243,3239
30244,2530
30245,2742
30246,801
30247,668
30248,625
30249,3023
30250,16337
30251,5290
30252,6272
30253,1860
30254,2188
30255,647
30256,4347
30257,6247
30258,7877
30259,7193
30260,1723
30261,1087
30262,12308
30263,5345
30264,1621
30265,722
30266,850
30267,1825
30268,6838
30269,789
30270,2491
30271,472
30272,8623
30273,5839
30274,3881
30275,12459
30276,522
30277,6458
30278,743
30279,8127
30280,663
30281,1752
30282,1546
30283,4764
30284,893
30285,1775
30286,795
30287,697
30288,4238
30289,6931
30290,487
30291,896
30292,646
30293,1358
30294,10395
30295,921
30296,2739
30297,3014
30298,1266
30299,552
30300,7387
30301,604
30302,1043
30303,747
30304,1624
30305,1559
30306,4250
30307,388
30308,1610
30309,1307
30310,3724
30311,7080
30312,2430
30313,2750
30314,4864
30315,2278
30316,1084
30317,1387
30318,2215
30319,480
30320,5138
30321,1629
30322,4578
30323,7453
30324,1115
30325,548
30326,402
30327,625
30328,2867
30329,765
30330,2469
30331,749
30332,4826
30333,9730
30334,648
30335,1306
30336,1997
30337,1160
30338,5256
30339,9058
30340,9784
30341,8161
30342,4201
30343,854
30344,1552
30345,2428
30346,4398
30347,647
30348,1035
30349,956
30350,2608
30351,9122
30352,649
30353,755
30354,8024
30355,6006
30356,655
30357,5277
30358,2859
30359,15920
30360,573
30361,597
30362,1715
30363,9178
30364,1857
30365,4323
30366,2988
30367,609
30368,2323
30369,3449
30370,1131
30371,8969
30372,15025
30373,1050
30374,5278
30375,4679
30376,1065
30377,11246
30378,4440
30379,7003
30380,878
30381,1088
30382,868
30383,17219
30384,975
30385,2326
30386,2138
30387,2327
30388,830
30389,2574
30390,3991
30391,586
30392,7416
30393,2444
30394,6177
30395,5807
30396,3342
30397,3154
30398,675
30399,504
30400,893
30401,3801
30402,6670
30403,8020
30404,7424
30405,579
30406,3482
30407,2877
30408,10658
30409,7550
30410,4661
30411,830
30412,12360
30413,784
30414,2657
30415,1264
30416,2806
30417,776
30418,432
30419,5483
30420,754
30421,14674
30422,565
30423,8219
30424,3286
30425,678
30426,4724
30427,3420
30428,5720
30429,4119
30430,573
30431,8491
30432,895
30433,645
30434,597
30435,6097
30436,1833
30437,10942
30438,2607
30439,1763
30440,1978
30441,648
30442,4228
30443,8363
30444,3473
30445,3648
30446,798
30447,1709
30448,4282
30449,5200
30450,7687
30451,6173
30452,720
30453,5369
30454,2313
30455,9586
30456,9548
30457,1214
30458,2475
30459,1053
30460,774
30461,5976
30462,612
30463,4588
30464,10043
30465,1047
30466,18115
30467,787
30468,8276
30469,1025
30470,2177
30471,6071
30472,805
30473,772
30474,1781
30475,1004
30476,13755
30477,13703
30478,1270
30479,4008
30480,842
30481,2184
30482,951
30483,1944
30484,1257
30485,4011
30486,4989
30487,4368
30488,680
30489,7091
30490,899
30491,8285
30492,8748
30493,1845
30494,1279
30495,2612
30496,4368
30497,17360
30498,2776
30499,680
30500,2496
30501,4805
30502,5033
30503,2988
30504,5140
30505,5226
30506,3819
30507,11455
30508,3087
30509,3519
30510,3190
30511,5358
30512,2216
30513,6257
30514,1415
30515,591
30516,781
30517,675
30518,2940
30519,4838
30520,3822
30521,837
30522,4150
30523,18188
30524,4685
30525,15124
30526,2804
30527,1061
30528,1125
30529,5516
30530,9205
30531,775
30532,2336
30533,13370
30534,11853
30535,4564
30536,5028
30537,10800
30538,1560
30539,4004
30540,895
30541,11110
30542,1971
30543,3593
30544,16948
30545,4234
30546,684
30547,620
30548,4472
30549,6355
30550,842
30551,2232
30552,5510
30553,3644
30554,1914
30555,9474
30556,1939
30557,7760
30558,1106
30559,2415
30560,2614
30561,8265
30562,837
30563,7365
30564,628
30565,1435
30566,13282
30567,1050
30568,2420
30569,583
30570,5653
30571,1935
30572,689
30573,854
30574,4401
30575,1803
30576,1637
30577,526
30578,1664
30579,9354
30580,901
30581,2198
30582,1128
30583,1073
30584,1125
30585,5572
30586,827
30587,726
30588,10281
30589,3399
30590,10401
30591,13134
30592,1656
30593,703
30594,575
30595,6209
30596,1242
30597,587
30598,918
30599,1657
30600,2522
30601,1909
30602,3669
30603,11756
30604,766
30605,394
30606,2432
30607,1096
30608,1893
30609,5278
30610,3741
30611,11632
30612,7539
30613,1069
30614,575
30615,878
30616,2066
30617,3955
30618,2369
30619,5815
30620,461
30621,9214
30622,2532
30623,5627
30624,4748
30625,6871
30626,17068
30627,1654
30628,3588
30629,2022
30630,16628
30631,666
30632,1875
30633,5000
30634,917
30635,1053
30636,2279
30637,2105
30638,792
30639,1698
30640,680
30641,1170
30642,509
30643,8774
30644,1098
30645,7797
30646,3689
30647,764
30648,4943
30649,1877
30650,2508
30651,1095
30652,4326
30653,2264
30654,2623
30655,2304
30656,18741
30657,1177
30658,4773
30659,561
30660,3013
30661,905
30662,1908
30663,2426
30664,1023
30665,8107
30666,1316
30667,7459
30668,2574
30669,6494
30670,1624
30671,8794
30672,1596
30673,3247
30674,734
30675,668
30676,755
30677,3836
30678,2177
30679,3620
30680,15923
30681,1949
30682,8955
30683,3745
30684,932
30685,1080
30686,2712
30687,4312
30688,8703
30689,1408
30690,1799
30691,603
30692,1174
30693,5028
30694,1216
30695,2894
30696,902
30697,5889
30698,16149
30699,3252
30700,720
30701,1579
30702,1153
30703,2229
30704,1631
30705,483
30706,776
30707,4181
30708,1221
30709,4061
30710,789
30711,6474
30712,10884
30713,680
30714,12770
30715,526
30716,1698
30717,1449
30718,1333
30719,802
30720,854
30721,489
30722,1696
30723,8545
30724,828
30725,1046
30726,402
30727,8922
30728,891
30729,1090
30730,9295
30731,4997
30732,4649
30733,1950
30734,7345
30735,1111
30736,842
30737,1414
30738,3033
30739,13853
30740,4292
30741,3556
30742,17509
30743,7975
30744,3780
30745,4203
30746,1064
30747,13334
30748,2001
30749,1322
30750,2010
30751,2574
30752,468
30753,1690
30754,7691
30755,2939
30756,9116
30757,1206
30758,3717
30759,6738
30760,4063
30761,15776
30762,1935
30763,6857
30764,882
30765,867
30766,3283
30767,11021
30768,534
30769,1267
30770,1262
30771,15562
30772,2120
30773,596
30774,694
30775,821
30776,838
30777,5983
30778,1822
30779,4590
30780,6887
30781,6891
30782,11792
30783,9116
30784,6522
30785,2098
30786,603
30787,14044
30788,9129
30789,779
30790,6416
30791,12406
30792,8936
30793,5416
30794,1403
30795,4533
30796,1635
30797,840
30798,4914
30799,1637
30800,920
30801,2323
30802,1063
30803,11205
30804,5345
30805,622
30806,5656
30807,645
30808,1370
30809,844
30810,3710
30811,1744
30812,421
30813,561
30814,5181
30815,984
30816,716
30817,12829
30818,17111
30819,847
30820,2898
30821,565
30822,15430
30823,1107
30824,984
30825,766
30826,6066
30827,505
30828,736
30829,3601
30830,394
30831,3762
30832,1113
30833,6182
30834,2535
30835,2880
30836,816
30837,504
30838,3772
30839,709
30840,2425
30841,635
30842,17766
30843,3399
30844,5163
30845,6806
30846,373
30847,1637
30848,457
30849,18686
30850,3732
30851,752
30852,7948
30853,3713
30854,749
30855,1667
30856,1963
30857,9698
30858,810
30859,886
30860,6439
30861,1736
30862,616
30863,4512
30864,7308
30865,11839
30866,7491
30867,3180
30868,743
30869,4177
30870,709
30871,1128
30872,5228
30873,4956
30874,2059
30875,1698
30876,2723
30877,3910
30878,1050
30879,851
30880,525
30881,1668
30882,789
30883,752
30884,2313
30885,5107
30886,10539
30887,2913
30888,924
30889,4871
30890,3167
30891,1712
30892,1378
30893,2238
30894,2809
30895,15922
30896,2628
30897,970
30898,1196
30899,4398
30900,14112
30901,4129
30902,924
30903,2841
30904,810
30905,846
30906,8419
30907,4135
30908,5809
30909,17379
30910,2256
30911,5640
30912,10349
30913,16715
30914,1926
30915,7453
30916,11062
30917,10685
30918,716
30919,462
30920,1736
30921,935
30922,914
30923,558
30924,15852
30925,3246
30926,3159
30927,961
30928,4022
30929,2907
30930,2564
30931,2166
30932,911
30933,5410
30934,658
30935,12880
30936,505
30937,1606
30938,891
30939,680
30940,477
30941,1610
30942,687
30943,7154
30944,5940
30945,8486
30946,1401
30947,1024
30948,9169
30949,5386
30950,16340
30951,2871
30952,10861
30953,11169
30954,12968
30955,606
30956,435
30957,842
30958,1431
30959,9118
30960,1890
30961,844
30962,4233
30963,1115
30964,790
30965,435
30966,552
30967,15229
30968,7291
30969,16239
30970,447
30971,816
30972,988
30973,2815
30974,789
30975,844
30976,4842
30977,645
30978,357
30979,5433
30980,753
30981,1624
30982,551
30983,2961
30984,1632
30985,5323
30986,929
30987,1351
30988,648
30989,985
30990,463
30991,10165
30992,2114
30993,7160
30994,4739
30995,3013
30996,2909
30997,906
30998,658
30999,5522
31000,2530
31001,5020
31002,5027
31003,1048
31004,2866
31005,709
31006,4072
31007,791
31008,1819
31009,9798
31010,4000
31011,6378
31012,7157
31013,3583
31014,988
31015,917
31016,3318
31017,787
31018,8896
31019,628
31020,2536
31021,5435
31022,2762
31023,867
31024,4480
31025,2027
31026,2432
31027,3710
31028,746
31029,588
31030,3528
31031,1340
31032,672
31033,11970
31034,1613
31035,5290
31036,755
31037,4368
31038,2409
31039,3662
31040,4446
31041,6377
31042,7273
31043,1079
31044,11198
31045,1173
31046,14525
31047,9645
31048,1608
31049,6794
31050,1636
31051,1297
31052,454
31053,10499
31054,2723
31055,2777
31056,2230
31057,816
31058,2487
31059,3619
31060,11146
31061,7275
31062,4975
31063,1433
31064,13434
31065,504
31066,662
31067,3914
31068,3629
31069,7832
31070,1920
31071,1654
31072,2352
31073,4569
31074,6858
31075,1572
31076,8339
31077,838
31078,1662
31079,9551
31080,8176
31081,1009
31082,6953
31083,9358
31084,14137
31085,4243
31086,1235
31087,1436
31088,1156
31089,1310
31090,3936
31091,2593
31092,7366
31093,485
31094,565
31095,698
31096,772
31097,11227
31098,12377
31099,3353
31100,895
31101,658
31102,6644
31103,789
31104,4162
31105,7577
31106,3212
31107,6148
31108,3694
31109,6837
31110,905
31111,403
31112,1871
31113,909
31114,5021
31115,9032
31116,2711
31117,658
31118,878
31119,851
31120,706
31121,2327
31122,10931
31123,12916
31124,6787
31125,726
31126,2488
31127,12152
31128,5849
31129,1842
31130,12970
31131,4007
31132,1775
31133,5526
31134,1685
31135,2103
31136,6487
31137,5131
31138,870
31139,447
31140,589
31141,2753
31142,1657
31143,9681
31144,4823
31145,895
31146,544
31147,537
31148,744
31149,1715
31150,2409
31151,2834
31152,1958
31153,2159
31154,3861
31155,2329
31156,4125
31157,2552
31158,6272
31159,461
31160,2165
31161,2387
31162,626
31163,2262
31164,1654
31165,521
31166,2365
31167,945
31168,5715
31169,1323
31170,1691
31171,5396
31172,663
31173,1746
31174,884
31175,1367
31176,1140
31177,868
31178,1410
31179,2209
31180,5260
31181,5715
31182,778
31183,1250
31184,749
31185,730
31186,1272
31187,5233
31188,9111
31189,666
31190,6694
31191,13157
31192,417
31193,596
31194,539
31195,776
31196,8317
31197,1857
31198,1866
31199,557
31200,943
31201,3337
31202,1003
31203,499
31204,4312
31205,4194
31206,799
31207,2012
31208,5662
31209,10688
31210,5252
31211,1662
31212,1931
31213,1040
31214,594
31215,1002
31216,5576
31217,2339
31218,591
31219,3792
31220,3862
31221,2823
31222,1038
31223,676
31224,5836
31225,561
31226,12554
31227,4362
31228,4868
31229,16273
31230,984
31231,13844
31232,2579
31233,896
31234,450
31235,579
31236,871
31237,5809
31238,1580
31239,2051
31240,6296
31241,766
31242,4325
31243,1569
31244,4956
31245,2639
31246,12671
31247,1076
31248,612
31249,4974
31250,7125
31251,435
31252,1059
31253,7439
31254,1076
31255,1946
31256,1071
31257,1402
31258,4717
31259,810
31260,5775
31261,487
31262,6416
31263,2706
31264,5631
31265,579
31266,1015
31267,570
31268,6202
31269,4621
31270,868
31271,523
31272,586
31273,15420
31274,2454
31275,4454
31276,873
31277,1981
31278,6479
31279,2211
31280,4082
31281,803
31282,2379
31283,1857
31284,525
31285,800
31286,912
31287,5622
31288,1644
31289,4989
31290,1664
31291,5102
31292,4643
31293,2890
31294,1842
31295,810
31296,799
31297,687
31298,942
31299,924
31300,17039
31301,2093
31302,17146
31303,632
31304,9361
31305,702
31306,1822
31307,1559
31308,4995
31309,2682
31310,15464
31311,4379
31312,941
31313,7283
31314,2679
31315,5234
31316,613
31317,5171
31318,1641
31319,5607
31320,4592
31321,5141
31322,5674
31323,571
31324,1240
31325,607
31326,2782
31327,7079
31328,698
31329,5500
31330,881
31331,789
31332,614
31333,18188
31334,1235
31335,673
31336,5430
31337,5014
31338,15323
31339,4853
31340,4466
31341,622
31342,2963
31343,7123
31344,5443
31345,5756
31346,6088
31347,3377
31348,9373
31349,9002
31350,9332
31351,559
31352,7759
31353,6521
31354,13275
31355,4906
31356,2010
31357,990
31358,3084
31359,14294
31360,5229
31361,6425
31362,1082
31363,489
31364,14266
31365,4879
31366,9248
31367,2041
31368,2988
31369,3461
31370,844
31371,1041
31372,863
31373,867
31374,455
31375,12364
31376,2074
31377,5759
31378,2012
31379,6239
31380,6648
31381,18026
31382,4616
31383,2394
31384,2195
31385,10020
31386,624
31387,5242
31388,658
31389,2567
31390,5706
31391,1264
31392,11594
31393,8794
31394,3854
31395,610
31396,4368
31397,5555
31398,1631
31399,1858
31400,2419
31401,4256
31402,5217
31403,1305
31404,2318
31405,6209
31406,570
31407,684
31408,1290
31409,419
31410,4304
31411,730
31412,955
31413,1072
31414,1093
31415,2485
31416,2236
31417,6004
31418,447
31419,1827
31420,14581
31421,4004
31422,13991
31423,9987
31424,7032
31425,17245
31426,851
31427,815
31428,1689
31429,787
31430,942
31431,3984
31432,9234
31433,7204
31434,6905
31435,8077
31436,561
31437,436
31438,4496
31439,9526
31440,724
31441,8442
31442,938
31443,10508
31444,2275
31445,1987
31446,2180
31447,944
31448,1144
31449,1312
31450,1919
31451,2258
31452,650
31453,10490
31454,5358
31455,9201
31456,1080
31457,1720
31458,745
31459,491
31460,1153
31461,718
31462,4764
31463,3200
31464,1007
31465,13610
31466,3795
31467,2117
31468,10078
31469,3941
31470,12998
31471,1154
31472,11560
31473,3461
31474,1941
31475,9078
31476,2873
31477,1056
31478,16130
31479,675
31480,404
31481,8400
31482,4470
31483,890
31484,1882
31485,2930
31486,591
31487,878
31488,11200
31489,5480
31490,861
31491,7404
31492,3455
31493,4914
31494,3783
31495,8930
31496,2198
31497,11296
31498,15819
31499,4529
31500,2234
31501,7000
31502,1801
31503,3998
31504,1431
31505,1753
31506,9647
31507,15952
31508,4256
31509,1221
31510,4971
31511,853
31512,6810
31513,12432
31514,686
31515,14731
31516,5935
31517,4455
31518,5967
31519,1840
31520,1355
31521,551
31522,1079
31523,4033
31524,612
31525,898
31526,2948
31527,2176
31528,8893
31529,12388
31530,3655
31531,3830
31532,615
31533,850
31534,5383
31535,828
31536,924
31537,899
31538,16147
31539,571
31540,7682
31541,373
31542,4661
31543,8194
31544,722
31545,1853
31546,1758
31547,9069
31548,776
31549,9065
31550,895
31551,842
31552,574
31553,575
31554,12341
31555,2504
31556,1425
31557,6876
31558,583
31559,2376
31560,1787
31561,517
31562,5329
31563,504
31564,3612
31565,684
31566,5453
31567,1642
31568,598
31569,7548
31570,8104
31571,1095
31572,1668
31573,552
31574,2804
31575,642
31576,4872
31577,3488
31578,6911
31579,11019
31580,5226
31581,2622
31582,6707
31583,5805
31584,2812
31585,765
31586,2415
31587,1851
31588,1817
31589,929
31590,7974
31591,3597
31592,5587
31593,2905
31594,18701
31595,3869
31596,1814
31597,530
31598,1851
31599,2471
31600,666
31601,4389
31602,2268
31603,12773
31604,4414
31605,852
31606,8991
31607,680
31608,841
31609,10010
31610,675
31611,4536
31612,2751
31613,907
31614,1452
31615,6229
31616,4134
31617,448
31618,12300
31619,10203
31620,5439
31621,1044
31622,4158
31623,844
31624,11464
31625,8921
31626,9310
31627,13287
31628,9361
31629,2575
31630,18186
31631,4767
31632,1080
31633,1874
31634,791
31635,2789
31636,1657
31637,6600
31638,12229
31639,4037
31640,3662
31641,1741
31642,658
31643,3234
31644,1055
31645,6701
31646,9397
31647,3950
31648,580
31649,6115
31650,14732
31651,878
31652,420
31653,407
31654,1013
31655,576
31656,1122
31657,852
31658,571
31659,1363
31660,2039
31661,902
31662,2694
31663,526
31664,675
31665,3062
31666,10960
31667,18124
31668,15665
31669,939
31670,4039
31671,1819
31672,1103
31673,3357
31674,828
31675,706
31676,2662
31677,10049
31678,8212
31679,3802
31680,6300
31681,987
31682,983
31683,1895
31684,872
31685,570
31686,663
31687,3599
31688,389
31689,5807
31690,765
31691,8006
31692,4118
31693,3401
31694,767
31695,524
31696,7059
31697,1648
31698,4270
31699,3663
31700,4401
31701,3422
31702,326
31703,958
31704,990
31705,9016
31706,1454
31707,378
31708,4362
31709,878
31710,2800
31711,1087
31712,644
31713,10725
31714,705
31715,898
31716,3066
31717,811
31718,541
31719,4318
31720,13250
31721,6759
31722,3965
31723,2487
31724,675
31725,628
31726,421
31727,8608
31728,4150
31729,2732
31730,1683
31731,1261
31732,4704
31733,816
31734,1836
31735,2496
31736,2266
31737,485
31738,9108
31739,2370
31740,2104
31741,1020
31742,1601
31743,15291
31744,3121
31745,3343
31746,1590
31747,1013
31748,2386
31749,1662
31750,876
31751,726
31752,1443
31753,3477
31754,1641
31755,596
31756,3429
31757,702
31758,730
31759,4077
31760,6073
31761,5094
31762,827
31763,1247
31764,1659
31765,526
31766,10615
31767,2929
31768,5390
31769,6579
31770,2264
31771,1257
31772,630
31773,9705
31774,9177
31775,15941
31776,4237
31777,2630
31778,1197
31779,4363
31780,8996
31781,5657
31782,506
31783,18598
31784,4704
31785,4584
31786,1409
31787,13363
31788,7848
31789,7864
31790,4191
31791,458
31792,3696
31793,4666
31794,536
31795,7670
31796,1609
31797,969
31798,1189
31799,7005
31800,6324
31801,901
31802,4183
31803,2612
31804,1007
31805,8090
31806,4194
31807,638
31808,1238
31809,788
31810,760
31811,958
31812,781
31813,1116
31814,15083
31815,3625
31816,2117
31817,4749
31818,7841
31819,10076
31820,2053
31821,5924
31822,4537
31823,1169
31824,15458
